iter	Logloss
0	0.5874359131
1	0.4981918538
2	0.4168041178
3	0.352702474
4	0.2970359497
5	0.2513406982
6	0.213142334
7	0.1817568156
8	0.1541259359
9	0.1311781006
10	0.1109958293
11	0.09541777547
12	0.08178270467
13	0.06908299764
14	0.06021354167
15	0.05250790914
16	0.04596510824
17	0.03943784841
18	0.03451375834
19	0.03009736888
20	0.02663904063
21	0.02312168121
22	0.02041827647
23	0.01791110738
24	0.01604545212
25	0.01424828466
26	0.01294083277
27	0.01156825256
28	0.01056485367
29	0.009531839371
30	0.008612843831
31	0.007879947662
32	0.007203430812
33	0.006591242472
34	0.006018713633
35	0.005499048869
36	0.005003335953
37	0.00463289992
38	0.004240703583
39	0.003860460281
40	0.003574005445
41	0.003334881783
42	0.003101268768
43	0.002902211825
44	0.002721804301
45	0.002546198845
46	0.002394307454
47	0.002238965988
48	0.002093439102
49	0.001962220987
50	0.001857325554
51	0.001753156503
52	0.001629349391
53	0.001537730853
54	0.001465588888
55	0.001398691177
56	0.001326388439
57	0.001264745394
58	0.001192765951
59	0.001112208049
60	0.001058356126
61	0.001011271556
62	0.0009697354635
63	0.0009245681763
64	0.0008772932688
65	0.0008416737715
66	0.0007989784082
67	0.0007691033681
68	0.000744283994
69	0.0007137182554
70	0.0006818482081
71	0.0006608746847
72	0.0006389898856
73	0.000615534544
74	0.0005924049218
75	0.0005697048108
76	0.0005517152945
77	0.0005356149673
78	0.0005197827021
79	0.0005035883586
80	0.0004911009471
81	0.0004730703036
82	0.0004574526151
83	0.0004448800484
84	0.0004310380618
85	0.0004200274944
86	0.0004068594376
87	0.0003965177933
88	0.0003871012926
89	0.0003871076107
90	0.0003871114254
91	0.000387096564
92	0.0003781547546
93	0.0003781509399
94	0.0003677165508
95	0.0003591419458
96	0.0003591419458
97	0.000359142065
98	0.0003591396809
99	0.0003591210445
100	0.0003501046499
101	0.0003501046499
102	0.0003501121203
103	0.0003390327295
104	0.0003302867611
105	0.0003212505976
106	0.000321254909
107	0.0003212436636
108	0.0003212436636
109	0.0003212316434
110	0.0003136403561
111	0.000313635687
112	0.0003136221965
113	0.0003062051733
114	0.0003062177102
115	0.0003062177102
116	0.0003062177102
117	0.0003062117894
118	0.0003062033256
119	0.0002977039417
120	0.0002977039417
121	0.0002977039417
122	0.0002976965904
123	0.0002898772558
124	0.0002898820639
125	0.0002898903489
126	0.0002898782492
127	0.0002822736303
128	0.0002822855711
129	0.0002822855711
130	0.0002822855711
131	0.0002822853327
132	0.0002822679281
133	0.0002822530667
134	0.0002822530667
135	0.0002822664579
136	0.0002822664579
137	0.000282261769
138	0.0002822538614
139	0.0002822538614
140	0.0002822538614
141	0.0002822538614
142	0.0002822538614
143	0.0002822578152
144	0.0002822638949
145	0.0002822542985
146	0.0002822544376
147	0.0002822472254
148	0.0002822508415
149	0.0002822508415
150	0.000282236735
151	0.0002822390795
152	0.0002822390795
153	0.0002822482785
154	0.0002822255691
155	0.0002822284698
156	0.0002822201252
157	0.0002822236617
158	0.0002822144628
159	0.0002822144628
160	0.0002822144628
161	0.000282207648
162	0.0002822091579
163	0.0002822091579
164	0.0002822138866
165	0.0002822004557
166	0.0002822004557
167	0.0002821955681
168	0.0002822060784
169	0.0002748511036
170	0.0002748511036
171	0.0002748486996
172	0.0002748579979
173	0.0002748456796
174	0.0002748456399
175	0.0002748394608
176	0.0002748381694
177	0.0002748358448
178	0.0002748231292
179	0.0002748231292
180	0.0002748231292
181	0.0002748175065
182	0.0002748156786
183	0.0002748198112
184	0.000274818937
185	0.0002748264074
186	0.0002748050094
187	0.0002748174866
188	0.00027480491
189	0.0002747958899
190	0.000274805069
191	0.0002747940818
192	0.0002747950157
193	0.0002747905254
194	0.0002747959693
195	0.000274786671
196	0.000274786671
197	0.0002747849425
198	0.0002747752865
199	0.0002747674783
200	0.0002747674783
201	0.0002747674783
202	0.00027477326
203	0.00027477326
204	0.00027477326
205	0.00027477326
206	0.0002747745911
207	0.0002747745911
208	0.0002747815251
209	0.0002747815251
210	0.0002747582595
211	0.0002747582595
212	0.0002747582595
213	0.0002747625709
214	0.000274753511
215	0.0002747562726
216	0.0002747562726
217	0.0002747517625
218	0.0002747298082
219	0.0002747523785
220	0.0002747434775
221	0.0002747167548
222	0.000274734656
223	0.0002747434775
224	0.0002747269869
225	0.0002747327487
226	0.0002747167945
227	0.0002747116089
228	0.0002746983767
229	0.0002746983767
230	0.0002747027079
231	0.0002747130791
232	0.0002747161786
233	0.0002746906877
234	0.000274690489
235	0.0002746942043
236	0.0002746739984
237	0.0002746739984
238	0.0002746774753
239	0.000274692754
240	0.000274692754
241	0.000274692754
242	0.000274692754
243	0.000274692754
244	0.0002746794025
245	0.0002746794025
246	0.0002746789058
247	0.0002746910652
248	0.000274677674
249	0.0002746646007
250	0.0002746792634
251	0.0002746718327
252	0.0002746718327
253	0.0002746599118
254	0.0002746568521
255	0.0002746598721
256	0.0002746667862
257	0.0002746667862
258	0.0002746689916
259	0.0002746636868
260	0.000274641633
261	0.000274641633
262	0.000274641633
263	0.000274641633
264	0.0002746494214
265	0.0002746459643
266	0.0002746300499
267	0.0002746404409
268	0.0002746246656
269	0.00027461948
270	0.0002746386528
271	0.0002746284008
272	0.0002746199767
273	0.0002746223609
274	0.0002746223609
275	0.0002746217648
276	0.0002746130625
277	0.0002746121486
278	0.0002746169368
279	0.0002746169368
280	0.0002746169368
281	0.000274623553
282	0.0002746088902
283	0.0002746085723
284	0.0002745898565
285	0.0002746008039
286	0.0002745983203
287	0.0002745984395
288	0.0002745968501
289	0.0002745802005
290	0.0002745802005
291	0.0002745861212
292	0.0002745861212
293	0.0002745845517
294	0.0002745728493
295	0.0002745821873
296	0.000274580876
297	0.0002745865981
298	0.0002745607694
299	0.0002745494246
300	0.0002745575706
301	0.0002745517095
302	0.0002745526234
303	0.0002745526234
304	0.0002745657762
305	0.0002745657762
306	0.0002745632331
307	0.0002745472193
308	0.0002745475173
309	0.0002745457689
310	0.0002745470405
311	0.0002745334903
312	0.0002745345036
313	0.0002745292187
314	0.0002745328148
315	0.0002745328148
316	0.000274527053
317	0.0002745140791
318	0.0002745293776
319	0.0002745147943
320	0.0002745147943
321	0.0002745147943
322	0.0002745085955
323	0.0002745156884
324	0.0002745141784
325	0.000274500827
326	0.0002745037476
327	0.0002745179335
328	0.0002745169401
329	0.0002745026151
330	0.0002745107015
331	0.000274503688
332	0.0002745116154
333	0.0002744975885
334	0.0002744926214
335	0.0002744926214
336	0.0002744926214
337	0.0002744926214
338	0.0002744926214
339	0.0002744926214
340	0.0002744926214
341	0.0002744926214
342	0.0002744926214
343	0.0002744926214
344	0.0002744926214
345	0.0002744926214
346	0.0002744926214
347	0.0002744926214
348	0.0002744926214
349	0.0002744926214
350	0.0002744926214
351	0.0002744926214
352	0.0002744926214
353	0.0002744926214
354	0.0002744926214
355	0.0002744926214
356	0.0002744926214
357	0.0002744926214
358	0.0002744926214
359	0.0002744926214
360	0.0002744926214
361	0.0002744926214
362	0.0002744926214
363	0.0002744926214
364	0.0002744926214
365	0.0002744926214
366	0.0002744926214
367	0.0002744926214
368	0.0002744926214
369	0.0002744926214
370	0.0002744926214
371	0.0002744926214
372	0.0002744926214
373	0.0002744926214
374	0.0002744926214
375	0.0002744926214
376	0.0002744926214
377	0.0002744926214
378	0.0002744926214
379	0.0002744926214
380	0.0002744926214
381	0.0002744926214
382	0.0002744926214
383	0.0002744926214
384	0.0002744926214
385	0.0002744926214
386	0.0002744926214
387	0.0002744926214
388	0.0002744926214
389	0.0002744926214
390	0.0002744926214
391	0.0002744926214
392	0.0002744926214
393	0.0002744926214
394	0.0002744926214
395	0.0002744926214
396	0.0002744926214
